,FileName_OrigER,PathName_OrigER,FileName_OrigRNA,PathName_OrigRNA,FileName_OrigAGP,PathName_OrigAGP,FileName_OrigMito,PathName_OrigMito,FileName_OrigBrightfield,PathName_OrigBrightfield,FileName_OrigDNA,PathName_OrigDNA,Metadata_Plate,Metadata_Well,Metadata_Site,Metadata_AbsPositionZ,Metadata_ChannelID,Metadata_Col,Metadata_FieldID,Metadata_PlaneID,Metadata_PositionX,Metadata_PositionY,Metadata_PositionZ,Metadata_Row,Metadata_Reimaged,time_point,platemap_file,cell_line,row,column,seeding_density,condition
10,r14c16f02p01-ch2sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r14c16f02p01-ch6sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r14c16f02p01-ch3sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r14c16f02p01-ch4sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r14c16f02p01-ch1sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r14c16f02p01-ch5sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,BR00143976,N16,2,0.134333104,5,16,2,1,-0.000645814,0.000645814,-6e-06,14,False,24,Assay_Plate1_platemap,U2-OS,N,16,2000,standard
11,r14c16f03p01-ch2sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r14c16f03p01-ch6sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r14c16f03p01-ch3sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r14c16f03p01-ch4sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r14c16f03p01-ch1sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r14c16f03p01-ch5sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,BR00143976,N16,3,0.134333,5,16,3,1,0.0,0.000645814,-6e-06,14,False,24,Assay_Plate1_platemap,U2-OS,N,16,2000,standard
12,r14c16f04p01-ch2sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r14c16f04p01-ch6sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r14c16f04p01-ch3sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r14c16f04p01-ch4sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r14c16f04p01-ch1sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r14c16f04p01-ch5sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,BR00143976,N16,4,0.134333804,5,16,4,1,0.000645814,0.000645814,-6e-06,14,False,24,Assay_Plate1_platemap,U2-OS,N,16,2000,standard
13,r14c16f05p01-ch2sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r14c16f05p01-ch6sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r14c16f05p01-ch3sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r14c16f05p01-ch4sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r14c16f05p01-ch1sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r14c16f05p01-ch5sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,BR00143976,N16,5,0.134335801,5,16,5,1,0.000645814,0.0,-6e-06,14,False,24,Assay_Plate1_platemap,U2-OS,N,16,2000,standard
14,r14c16f06p01-ch2sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r14c16f06p01-ch6sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r14c16f06p01-ch3sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r14c16f06p01-ch4sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r14c16f06p01-ch1sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r14c16f06p01-ch5sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,BR00143976,N16,6,0.134335697,5,16,6,1,-0.000645814,0.0,-6e-06,14,False,24,Assay_Plate1_platemap,U2-OS,N,16,2000,standard
15,r14c16f07p01-ch2sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r14c16f07p01-ch6sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r14c16f07p01-ch3sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r14c16f07p01-ch4sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r14c16f07p01-ch1sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r14c16f07p01-ch5sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,BR00143976,N16,7,0.134335801,5,16,7,1,-0.000645814,-0.000645814,-6e-06,14,False,24,Assay_Plate1_platemap,U2-OS,N,16,2000,standard
16,r14c16f08p01-ch2sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r14c16f08p01-ch6sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r14c16f08p01-ch3sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r14c16f08p01-ch4sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r14c16f08p01-ch1sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r14c16f08p01-ch5sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,BR00143976,N16,8,0.134335995,5,16,8,1,0.0,-0.000645814,-6e-06,14,False,24,Assay_Plate1_platemap,U2-OS,N,16,2000,standard
17,r14c16f09p01-ch2sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r14c16f09p01-ch6sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r14c16f09p01-ch3sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r14c16f09p01-ch4sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r14c16f09p01-ch1sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r14c16f09p01-ch5sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,BR00143976,N16,9,0.134335995,5,16,9,1,0.000645814,-0.000645814,-6e-06,14,False,24,Assay_Plate1_platemap,U2-OS,N,16,2000,standard
18,r13c17f01p01-ch2sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r13c17f01p01-ch6sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r13c17f01p01-ch3sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r13c17f01p01-ch4sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r13c17f01p01-ch1sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r13c17f01p01-ch5sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,BR00143976,M17,1,0.134326503,5,17,1,1,0.0,0.0,-6e-06,13,False,24,Assay_Plate1_platemap,U2-OS,M,17,4000,standard
19,r13c17f02p01-ch2sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r13c17f02p01-ch6sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r13c17f02p01-ch3sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r13c17f02p01-ch4sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r13c17f02p01-ch1sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r13c17f02p01-ch5sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,BR00143976,M17,2,0.134324193,5,17,2,1,-0.000645814,0.000645814,-6e-06,13,False,24,Assay_Plate1_platemap,U2-OS,M,17,4000,standard
20,r13c17f03p01-ch2sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r13c17f03p01-ch6sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r13c17f03p01-ch3sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r13c17f03p01-ch4sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r13c17f03p01-ch1sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r13c17f03p01-ch5sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,BR00143976,M17,3,0.1343247,5,17,3,1,0.0,0.000645814,-6e-06,13,False,24,Assay_Plate1_platemap,U2-OS,M,17,4000,standard
21,r13c17f04p01-ch2sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r13c17f04p01-ch6sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r13c17f04p01-ch3sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r13c17f04p01-ch4sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r13c17f04p01-ch1sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,r13c17f04p01-ch5sk1fk1fl1.tiff,/mnt/data_nvme1/data/ALSF_pilot_data/SN0313537/BR00143976__2024-07-04T16_04_45-Measurement 2/Images,BR00143976,M17,4,0.1343247,5,17,4,1,0.000645814,0.000645814,-6e-06,13,False,24,Assay_Plate1_platemap,U2-OS,M,17,4000,standard
